"SUMMARY","DTSTART","DTEND","DURATION","DTSTAMP","UID","RECURRENCE-ID","SEQUENCE","RRULEEXRULE","RDATE","EXDATE"
"無公開行程","2012-04-21T00:00:00","2012-04-21T23:23:00","","2012-04-21T00:00:00+00:00","2012-04-21T00:00:00/2012-04-21T23:23:00@vice-president.g0v.tw","","","","",""
"出訪巴拉圭及巴拿馬","2011-05-11T00:00:00","2011-05-11T23:23:00","","2011-05-11T00:00:00+00:00","2011-05-11T00:00:00/2011-05-11T23:23:00@vice-president.g0v.tw","","","","",""
"出席「品格、N世代、家庭與青少年」研討會","2011-12-30T09:30:00","2011-12-30T23:23:00","","2011-12-30T09:30:00+00:00","2011-12-30T09:30:00/2011-12-30T23:23:00@vice-president.g0v.tw","","","","",""
"接見加拿大國會議員訪問團","2011-12-30T10:00:00","2011-12-30T23:23:00","","2011-12-30T10:00:00+00:00","2011-12-30T10:00:00/2011-12-30T23:23:00@vice-president.g0v.tw","","","","",""
"「敦誼專案」－副總統出訪中美洲二友邦（多明尼加共和國、貝里斯）","2012-08-21T00:00:00","2012-08-21T23:23:00","","2012-08-21T00:00:00+00:00","2012-08-21T00:00:00/2012-08-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華藝遊學會」成立大會","2013-06-30T12:30:00","2013-06-30T23:23:00","","2013-06-30T12:30:00+00:00","2013-06-30T12:30:00/2013-06-30T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-11-13T00:00:00","2011-11-13T23:23:00","","2011-11-13T00:00:00+00:00","2011-11-13T00:00:00/2011-11-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「南投火車好多節」全國記者會","2012-07-05T10:10:00","2012-07-05T23:23:00","","2012-07-05T10:10:00+00:00","2012-07-05T10:10:00/2012-07-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012資誠論壇-變動世界下的成長與價值」研討會","2012-07-05T14:00:00","2012-07-05T23:23:00","","2012-07-05T14:00:00+00:00","2012-07-05T14:00:00/2012-07-05T23:23:00@vice-president.g0v.tw","","","","",""
"接見「日本交流協會」會長大橋光夫","2012-07-05T15:20:00","2012-07-05T23:23:00","","2012-07-05T15:20:00+00:00","2012-07-05T15:20:00/2012-07-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席建國一百年時空膠囊活動記者會","2011-01-03T14:30:00","2011-01-03T23:23:00","","2011-01-03T14:30:00+00:00","2011-01-03T14:30:00/2011-01-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011高雄燈會藝術節」開幕展演","2011-02-12T18:30:00","2011-02-12T23:23:00","","2011-02-12T18:30:00+00:00","2011-02-12T18:30:00/2011-02-12T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-07-13T00:00:00","2011-07-13T23:23:00","","2011-07-13T00:00:00+00:00","2011-07-13T00:00:00/2011-07-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「苗栗客家桐花婚禮」","2013-04-21T10:30:00","2013-04-21T23:23:00","","2013-04-21T10:30:00+00:00","2013-04-21T10:30:00/2013-04-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-09-19T00:00:00","2010-09-19T23:23:00","","2010-09-19T00:00:00+00:00","2010-09-19T00:00:00/2010-09-19T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-11-03T00:00:00","2011-11-03T23:23:00","","2011-11-03T00:00:00+00:00","2011-11-03T00:00:00/2011-11-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010年南島民族國際會議」開幕典禮","2010-06-08T09:50:00","2010-06-08T23:23:00","","2010-06-08T09:50:00+00:00","2010-06-08T09:50:00/2010-06-08T23:23:00@vice-president.g0v.tw","","","","",""
"嘉義蕭宅祭祖","2011-02-04T10:00:00","2011-02-04T23:23:00","","2011-02-04T10:00:00+00:00","2011-02-04T10:00:00/2011-02-04T23:23:00@vice-president.g0v.tw","","","","",""
"保安宮發紅包","2011-02-04T10:30:00","2011-02-04T23:23:00","","2011-02-04T10:30:00+00:00","2011-02-04T10:30:00/2011-02-04T23:23:00@vice-president.g0v.tw","","","","",""
"城隍廟發紅包","2011-02-04T11:10:00","2011-02-04T23:23:00","","2011-02-04T11:10:00+00:00","2011-02-04T11:10:00/2011-02-04T23:23:00@vice-president.g0v.tw","","","","",""
"地藏王庵發紅包","2011-02-04T11:40:00","2011-02-04T23:23:00","","2011-02-04T11:40:00+00:00","2011-02-04T11:40:00/2011-02-04T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-12-22T00:00:00","2012-12-22T23:23:00","","2012-12-22T00:00:00+00:00","2012-12-22T00:00:00/2012-12-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010大師論壇－氣候變遷國際高峰會」開幕典禮致詞","2010-08-24T09:30:00","2010-08-24T23:23:00","","2010-08-24T09:30:00+00:00","2010-08-24T09:30:00/2010-08-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「2010年微軟潛能創意盃世界大賽」冠軍隊伍代表","2010-08-24T10:30:00","2010-08-24T23:23:00","","2010-08-24T10:30:00+00:00","2010-08-24T10:30:00/2010-08-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「工商協進會理監事會」","2010-08-24T12:00:00","2010-08-24T23:23:00","","2010-08-24T12:00:00+00:00","2010-08-24T12:00:00/2010-08-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「哈佛台灣領導營」師生","2010-08-24T16:00:00","2010-08-24T23:23:00","","2010-08-24T16:00:00+00:00","2010-08-24T16:00:00/2010-08-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席建國百週年扶輪表揚大會","2011-06-26T14:40:00","2011-06-26T23:23:00","","2011-06-26T14:40:00+00:00","2011-06-26T14:40:00/2011-06-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「台灣女企業家協會」第三、四屆新舊任理事長交接典禮","2012-05-28T19:18:00","2012-05-28T23:23:00","","2012-05-28T19:18:00+00:00","2012-05-28T19:18:00/2012-05-28T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第8屆台日文化交流青少年獎學金計畫」得獎學生一行","2011-03-24T10:30:00","2011-03-24T23:23:00","","2011-03-24T10:30:00+00:00","2011-03-24T10:30:00/2011-03-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「南台灣觀光產業聯盟」代表一行","2011-03-24T17:00:00","2011-03-24T23:23:00","","2011-03-24T17:00:00+00:00","2011-03-24T17:00:00/2011-03-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「中華民國空軍子弟學校留美加校友聯誼會」回國致敬團","2013-04-23T11:00:00","2013-04-23T23:23:00","","2013-04-23T11:00:00+00:00","2013-04-23T11:00:00/2013-04-23T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣精品金銀質獎頒獎典禮」","2013-04-23T13:40:00","2013-04-23T23:23:00","","2013-04-23T13:40:00+00:00","2013-04-23T13:40:00/2013-04-23T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣20大國際品牌頒獎典禮」","2011-09-21T14:00:00","2011-09-21T23:23:00","","2011-09-21T14:00:00+00:00","2011-09-21T14:00:00/2011-09-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第一屆臺灣百大米餐廳大賽」頒獎表揚活動","2011-12-21T10:30:00","2011-12-21T23:23:00","","2011-12-21T10:30:00+00:00","2011-12-21T10:30:00/2011-12-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011吳尊賢愛心獎」頒獎典禮","2011-12-21T15:00:00","2011-12-21T23:23:00","","2011-12-21T15:00:00+00:00","2011-12-21T15:00:00/2011-12-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-12-05T00:00:00","2010-12-05T23:23:00","","2010-12-05T00:00:00+00:00","2010-12-05T00:00:00/2010-12-05T23:23:00@vice-president.g0v.tw","","","","",""
"接見「全美臺灣同鄉聯誼會返國致敬團」一行","2013-05-20T10:00:00","2013-05-20T23:23:00","","2013-05-20T10:00:00+00:00","2013-05-20T10:00:00/2013-05-20T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-07-03T00:00:00","2011-07-03T23:23:00","","2011-07-03T00:00:00+00:00","2011-07-03T00:00:00/2011-07-03T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-05-16T00:00:00","2013-05-16T23:23:00","","2013-05-16T00:00:00+00:00","2013-05-16T00:00:00/2013-05-16T23:23:00@vice-president.g0v.tw","","","","",""
"出席「自來水節」慶祝大會","2012-11-16T08:55:00","2012-11-16T23:23:00","","2012-11-16T08:55:00+00:00","2012-11-16T08:55:00/2012-11-16T23:23:00@vice-president.g0v.tw","","","","",""
"出席「世界女記者與作家協會總會」年會開幕典禮","2012-11-16T09:50:00","2012-11-16T23:23:00","","2012-11-16T09:50:00+00:00","2012-11-16T09:50:00/2012-11-16T23:23:00@vice-president.g0v.tw","","","","",""
"參觀臺中惠明盲校","2012-11-16T10:50:00","2012-11-16T23:23:00","","2012-11-16T10:50:00+00:00","2012-11-16T10:50:00/2012-11-16T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國農會」揭牌典禮","2013-05-22T10:50:00","2013-05-22T23:23:00","","2013-05-22T10:50:00+00:00","2013-05-22T10:50:00/2013-05-22T23:23:00@vice-president.g0v.tw","","","","",""
"接見「美國南加州越柬寮僑團首長回國訪問團」","2013-05-22T16:00:00","2013-05-22T23:23:00","","2013-05-22T16:00:00+00:00","2013-05-22T16:00:00/2013-05-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺北國際旅展」開幕典禮","2012-10-26T10:10:00","2012-10-26T23:23:00","","2012-10-26T10:10:00+00:00","2012-10-26T10:10:00/2012-10-26T23:23:00@vice-president.g0v.tw","","","","",""
"接見「日本福岡縣臺灣友好議員連盟」會長加地邦雄等一行","2012-10-26T11:15:00","2012-10-26T23:23:00","","2012-10-26T11:15:00+00:00","2012-10-26T11:15:00/2012-10-26T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統與史瓦濟蘭國王恩史瓦帝三世陛下（H. M. King Mswati III）會談","2012-10-26T17:45:00","2012-10-26T23:23:00","","2012-10-26T17:45:00+00:00","2012-10-26T17:45:00/2012-10-26T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席史瓦濟蘭國王恩史瓦帝三世陛下（H. M. King Mswati III）訪華歡迎晚宴","2012-10-26T18:30:00","2012-10-26T23:23:00","","2012-10-26T18:30:00+00:00","2012-10-26T18:30:00/2012-10-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「真善美家園第一期落成典禮暨第二、三期動工」","2012-06-16T10:10:00","2012-06-16T23:23:00","","2012-06-16T10:10:00+00:00","2012-06-16T10:10:00/2012-06-16T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010台北國際花卉博覽會與台灣國際扶輪合作簽約記者會」","2010-06-06T09:45:00","2010-06-06T23:23:00","","2010-06-06T09:45:00+00:00","2010-06-06T09:45:00/2010-06-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第6屆國家工安獎」頒獎典禮","2012-11-13T14:00:00","2012-11-13T23:23:00","","2012-11-13T14:00:00+00:00","2012-11-13T14:00:00/2012-11-13T23:23:00@vice-president.g0v.tw","","","","",""
"出席「張子源追思會」","2010-05-23T10:00:00","2010-05-23T23:23:00","","2010-05-23T10:00:00+00:00","2010-05-23T10:00:00/2010-05-23T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-07-16T00:00:00","2010-07-16T23:23:00","","2010-07-16T00:00:00+00:00","2010-07-16T00:00:00/2010-07-16T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-05-25T00:00:00","2010-05-25T23:23:00","","2010-05-25T00:00:00+00:00","2010-05-25T00:00:00/2010-05-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席「億載會」第九、十屆會長交接典禮","2012-03-09T18:30:00","2012-03-09T23:23:00","","2012-03-09T18:30:00+00:00","2012-03-09T18:30:00/2012-03-09T23:23:00@vice-president.g0v.tw","","","","",""
"接見參加「第3屆臺日青年菁英高峰會」等一行","2012-11-22T10:00:00","2012-11-22T23:23:00","","2012-11-22T10:00:00+00:00","2012-11-22T10:00:00/2012-11-22T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本靜岡縣伊豆市菊地豐市長一行","2010-10-15T11:00:00","2010-10-15T23:23:00","","2010-10-15T11:00:00+00:00","2010-10-15T11:00:00/2010-10-15T23:23:00@vice-president.g0v.tw","","","","",""
"出席專業組「產業類」國策顧問座談會","2010-10-15T14:30:00","2010-10-15T23:23:00","","2010-10-15T14:30:00+00:00","2010-10-15T14:30:00/2010-10-15T23:23:00@vice-president.g0v.tw","","","","",""
"接見政治大學外交學系創設八十週年校友參訪團暨茶敘","2010-10-15T17:15:00","2010-10-15T23:23:00","","2010-10-15T17:15:00+00:00","2010-10-15T17:15:00/2010-10-15T23:23:00@vice-president.g0v.tw","","","","",""
"出席「全國戶政日」慶祝活動","2013-07-01T14:00:00","2013-07-01T23:23:00","","2013-07-01T14:00:00+00:00","2013-07-01T14:00:00/2013-07-01T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-25T00:00:00","2011-02-25T23:23:00","","2011-02-25T00:00:00+00:00","2011-02-25T00:00:00/2011-02-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-08-31T00:00:00","2010-08-31T23:23:00","","2010-08-31T00:00:00+00:00","2010-08-31T00:00:00/2010-08-31T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-08-05T00:00:00","2013-08-05T23:23:00","","2013-08-05T00:00:00+00:00","2013-08-05T00:00:00/2013-08-05T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-09-11T00:00:00","2011-09-11T23:23:00","","2011-09-11T00:00:00+00:00","2011-09-11T00:00:00/2011-09-11T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011NDF國家發展論壇」開幕典禮","2011-12-03T09:30:00","2011-12-03T23:23:00","","2011-12-03T09:30:00+00:00","2011-12-03T09:30:00/2011-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"「社團法人中華民國管理科學學會100年度年會」演講","2011-12-03T10:00:00","2011-12-03T23:23:00","","2011-12-03T10:00:00+00:00","2011-12-03T10:00:00/2011-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「資訊月電腦展」","2011-12-03T10:45:00","2011-12-03T23:23:00","","2011-12-03T10:45:00+00:00","2011-12-03T10:45:00/2011-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「劉維德先生教育基金會獎學金頒獎典禮」","2011-12-03T11:45:00","2011-12-03T23:23:00","","2011-12-03T11:45:00+00:00","2011-12-03T11:45:00/2011-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「紙風車319鄉村兒童藝術工程感動最終場」","2011-12-03T19:00:00","2011-12-03T23:23:00","","2011-12-03T19:00:00+00:00","2011-12-03T19:00:00/2011-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席臺中市「磐石會」新舊任會長交接典禮","2013-03-16T11:10:00","2013-03-16T23:23:00","","2013-03-16T11:10:00+00:00","2013-03-16T11:10:00/2013-03-16T23:23:00@vice-president.g0v.tw","","","","",""
"People Search十周年慶活動「贏戰變革‧挑戰創新！亞太地區人力資本策略論壇」","2010-06-23T14:00:00","2010-06-23T23:23:00","","2010-06-23T14:00:00+00:00","2010-06-23T14:00:00/2010-06-23T23:23:00@vice-president.g0v.tw","","","","",""
"接見參加烏克蘭、波蘭及日本東京「世界創新天才發明展金牌獎」得獎人","2013-01-22T15:00:00","2013-01-22T23:23:00","","2013-01-22T15:00:00+00:00","2013-01-22T15:00:00/2013-01-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華演藝總工會尾牙」","2013-01-22T17:50:00","2013-01-22T23:23:00","","2013-01-22T17:50:00+00:00","2013-01-22T17:50:00/2013-01-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國地政士公會全國聯合會」餐敘","2013-01-22T18:30:00","2013-01-22T23:23:00","","2013-01-22T18:30:00+00:00","2013-01-22T18:30:00/2013-01-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席「101年全國反毒學術研討會」","2012-06-01T09:30:00","2012-06-01T23:23:00","","2012-06-01T09:30:00+00:00","2012-06-01T09:30:00/2012-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席不動產協進會「國家卓越建設獎」頒獎典禮","2012-06-01T13:00:00","2012-06-01T23:23:00","","2012-06-01T13:00:00+00:00","2012-06-01T13:00:00/2012-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中國工程師學會暨各專門工程學會101年聯合年會及慶祝工程師節大會」","2012-06-01T14:05:00","2012-06-01T23:23:00","","2012-06-01T14:05:00+00:00","2012-06-01T14:05:00/2012-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「慶祝建國百年—百年學校展」開幕典禮","2011-01-22T09:50:00","2011-01-22T23:23:00","","2011-01-22T09:50:00+00:00","2011-01-22T09:50:00/2011-01-22T23:23:00@vice-president.g0v.tw","","","","",""
"接見「美國韓越戰退伍軍人協會」總會長霍塔普伉儷一行","2010-11-02T11:10:00","2010-11-02T23:23:00","","2010-11-02T11:10:00+00:00","2010-11-02T11:10:00/2010-11-02T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見多明尼加外交部次長畢加多(Hon. Sr. Miguel Anibal Pichardo Olivier) ","2012-05-21T08:00:00","2012-05-21T23:23:00","","2012-05-21T08:00:00+00:00","2012-05-21T08:00:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見聖文森總理龔薩福(Hon. Ralph E. Gonsalves)伉儷致賀團","2012-05-21T08:30:00","2012-05-21T23:23:00","","2012-05-21T08:30:00+00:00","2012-05-21T08:30:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見美國聯邦眾議院外交委員會主席羅斯蕾緹南(Ileana Ros-Lehtinen)致賀團","2012-05-21T09:00:00","2012-05-21T23:23:00","","2012-05-21T09:00:00+00:00","2012-05-21T09:00:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見加拿大特使致賀團","2012-05-21T10:00:00","2012-05-21T23:23:00","","2012-05-21T10:00:00+00:00","2012-05-21T10:00:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見夏威夷州副州長夏茲(Hon. Brian Schatz)致賀團","2012-05-21T10:40:00","2012-05-21T23:23:00","","2012-05-21T10:40:00+00:00","2012-05-21T10:40:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見甘比亞共和國外交部長賈義(H. E. Mambury Njie)閣下致賀團","2012-05-21T15:00:00","2012-05-21T23:23:00","","2012-05-21T15:00:00+00:00","2012-05-21T15:00:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席「海外僑胞回國慶賀中華民國第13任總統、副總統就職茶會」","2012-05-21T16:10:00","2012-05-21T23:23:00","","2012-05-21T16:10:00+00:00","2012-05-21T16:10:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見尼加拉瓜副總統阿耶斯雷門斯(Excmo. Sr. Halleslevens)閣下致賀團","2012-05-21T17:40:00","2012-05-21T23:23:00","","2012-05-21T17:40:00+00:00","2012-05-21T17:40:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見海地共和國國務員卡希米荷(S.E.M. Pierre-Richard Casimir)閣下致賀團","2012-05-21T18:10:00","2012-05-21T23:23:00","","2012-05-21T18:10:00+00:00","2012-05-21T18:10:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見印尼國會第一委員會主席馬夫茲(Hon. Mahfudz Siddiq)致慶團","2012-05-21T19:30:00","2012-05-21T23:23:00","","2012-05-21T19:30:00+00:00","2012-05-21T19:30:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統會見保加利亞前總統哲列夫(H.E. Zhelyu Zhelev)閣下致賀團","2012-05-21T20:00:00","2012-05-21T23:23:00","","2012-05-21T20:00:00+00:00","2012-05-21T20:00:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見教廷特使帕迪拉總主教(H. E. Archbishop Osvaldo Padilla)致賀團","2012-05-21T20:30:00","2012-05-21T23:23:00","","2012-05-21T20:30:00+00:00","2012-05-21T20:30:00/2012-05-21T23:23:00@vice-president.g0v.tw","","","","",""
"出席「跨越一百 平安幸福101—三代同堂楷模表揚暨孝親感恩大會」","2012-08-12T14:05:00","2012-08-12T23:23:00","","2012-08-12T14:05:00+00:00","2012-08-12T14:05:00/2012-08-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席「精彩一百 電子金流業務回顧與展望」慶祝典禮","2011-07-05T14:20:00","2011-07-05T23:23:00","","2011-07-05T14:20:00+00:00","2011-07-05T14:20:00/2011-07-05T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第九屆身心障礙者藝術巔峰創作聯展」參展者","2012-12-03T09:00:00","2012-12-03T23:23:00","","2012-12-03T09:00:00+00:00","2012-12-03T09:00:00/2012-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"接見「國際扶輪社2013-2014總社」社長當選人朗‧柏騰夫婦等一行","2012-12-03T10:00:00","2012-12-03T23:23:00","","2012-12-03T10:00:00+00:00","2012-12-03T10:00:00/2012-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012台灣商業服務業優良品牌表揚大會」","2012-12-03T13:35:00","2012-12-03T23:23:00","","2012-12-03T13:35:00+00:00","2012-12-03T13:35:00/2012-12-03T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011臺北世界設計大會－IDA國際設計論壇」開幕典禮","2011-10-24T09:30:00","2011-10-24T23:23:00","","2011-10-24T09:30:00+00:00","2011-10-24T09:30:00/2011-10-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見紐約時尚設計師理事會商業總監Ms. Catherine Bennett及紐約知名設計師賈雯蘭","2011-10-24T15:00:00","2011-10-24T23:23:00","","2011-10-24T15:00:00+00:00","2011-10-24T15:00:00/2011-10-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本前外務事務次官谷內正太郎（Yachi, Shotaro）","2011-10-24T17:00:00","2011-10-24T23:23:00","","2011-10-24T17:00:00+00:00","2011-10-24T17:00:00/2011-10-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「見證100的『騎』跡～臺中市神風勇士自由1號寶島行」活動選手","2011-10-24T17:30:00","2011-10-24T23:23:00","","2011-10-24T17:30:00+00:00","2011-10-24T17:30:00/2011-10-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「『瓷器新紀元』法藍瓷10週年歡慶酒會","2011-10-24T19:45:00","2011-10-24T23:23:00","","2011-10-24T19:45:00+00:00","2011-10-24T19:45:00/2011-10-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-03-24T00:00:00","2013-03-24T23:23:00","","2013-03-24T00:00:00+00:00","2013-03-24T00:00:00/2013-03-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「新北市客家義民祭典文化節」","2013-08-11T11:00:00","2013-08-11T23:23:00","","2013-08-11T11:00:00+00:00","2013-08-11T11:00:00/2013-08-11T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第16屆身心障礙者傑出尊長『大愛獎』表揚典禮」","2013-08-11T14:00:00","2013-08-11T23:23:00","","2013-08-11T14:00:00+00:00","2013-08-11T14:00:00/2013-08-11T23:23:00@vice-president.g0v.tw","","","","",""
"追思故單國璽樞機主教","2012-08-28T08:30:00","2012-08-28T23:23:00","","2012-08-28T08:30:00+00:00","2012-08-28T08:30:00/2012-08-28T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-09-05T00:00:00","2011-09-05T23:23:00","","2011-09-05T00:00:00+00:00","2011-09-05T00:00:00/2011-09-05T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-05-04T00:00:00","2010-05-04T23:23:00","","2010-05-04T00:00:00+00:00","2010-05-04T00:00:00/2010-05-04T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-19T00:00:00","2011-02-19T23:23:00","","2011-02-19T00:00:00+00:00","2011-02-19T00:00:00/2011-02-19T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-08-05T00:00:00","2010-08-05T23:23:00","","2010-08-05T00:00:00+00:00","2010-08-05T00:00:00/2010-08-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第9屆上銀機械碩士論文獎」頒獎典禮","2013-03-23T14:40:00","2013-03-23T23:23:00","","2013-03-23T14:40:00+00:00","2013-03-23T14:40:00/2013-03-23T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第7屆財富管理銀行評鑑」頒獎典禮","2013-07-24T13:45:00","2013-07-24T23:23:00","","2013-07-24T13:45:00+00:00","2013-07-24T13:45:00/2013-07-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第5屆臺灣保險卓越獎」頒獎典禮","2013-07-24T14:30:00","2013-07-24T23:23:00","","2013-07-24T14:30:00+00:00","2013-07-24T14:30:00/2013-07-24T23:23:00@vice-president.g0v.tw","","","","",""
"「敦誼專案」－副總統出訪中美洲二友邦（多明尼加共和國、貝里斯）","2012-08-23T00:00:00","2012-08-23T23:23:00","","2012-08-23T00:00:00+00:00","2012-08-23T00:00:00/2012-08-23T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華財經策略協會2012新春團拜及慶祝大會」","2012-02-24T12:20:00","2012-02-24T23:23:00","","2012-02-24T12:20:00+00:00","2012-02-24T12:20:00/2012-02-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席贈勳典禮-伍錦霖前秘書長、高朗前副秘書長","2012-02-24T13:55:00","2012-02-24T23:23:00","","2012-02-24T13:55:00+00:00","2012-02-24T13:55:00/2012-02-24T23:23:00@vice-president.g0v.tw","","","","",""
"接見「2010年HOBY世界青少年領袖會議」台灣學生代表團","2010-07-08T15:00:00","2010-07-08T23:23:00","","2010-07-08T15:00:00+00:00","2010-07-08T15:00:00/2010-07-08T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統接見「第六屆兩岸經貿文化論壇」我方代表團","2010-07-08T17:30:00","2010-07-08T23:23:00","","2010-07-08T17:30:00+00:00","2010-07-08T17:30:00/2010-07-08T23:23:00@vice-president.g0v.tw","","","","",""
"接見韓國「民主黨」國會議員田炳憲一行","2010-08-12T10:40:00","2010-08-12T23:23:00","","2010-08-12T10:40:00+00:00","2010-08-12T10:40:00/2010-08-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席「兩岸和平創富論壇」閉幕演講","2010-08-12T17:00:00","2010-08-12T23:23:00","","2010-08-12T17:00:00+00:00","2010-08-12T17:00:00/2010-08-12T23:23:00@vice-president.g0v.tw","","","","",""
"接受總統贈勳","2012-05-10T08:55:00","2012-05-10T23:23:00","","2012-05-10T08:55:00+00:00","2012-05-10T08:55:00/2012-05-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席「龍躍60 榮耀圓山」60週年慶祝酒會","2012-05-10T10:25:00","2012-05-10T23:23:00","","2012-05-10T10:25:00+00:00","2012-05-10T10:25:00/2012-05-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席「低碳倡議行動」","2012-06-12T09:00:00","2012-06-12T23:23:00","","2012-06-12T09:00:00+00:00","2012-06-12T09:00:00/2012-06-12T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本高專小畑秀文理事長一行","2012-06-12T10:00:00","2012-06-12T23:23:00","","2012-06-12T10:00:00+00:00","2012-06-12T10:00:00/2012-06-12T23:23:00@vice-president.g0v.tw","","","","",""
